Txn Id;Local timestamp;Type;Result;Product;Serial Number;Device Id;Device Commission Code;Business Id;Business Name;Business Commission Code;Amount;EAN;Retailer Margin Rate;Retailer Margin (Inc. Tax);Supplier Margin Rate;Supplier Margin (Inc. Tax);Transaction Margin Flat Fee;Channel Margin Rate;Channel Margin (Inc. Tax);Flixbus Service Fee;Retailer Margin manual calculation;Supplier Margin manual calculation;Channel Margin manual calculation
TTTA20782220263;2024-08-21T16:45:03.223;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3188323118;122007;top1644701;92570;Lesjak;16447;69.98;2338828000001;5.000%;3.499;7.000%;4.899;0.020;0.500%;0.350;0.99;3.499;4.899;0.350
TTTA20782702179;2024-08-22T16:47:56.724;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3188590795;110374;cwl2478301;100066;Rosar;24783;39.98;2338828000001;5.000%;1.999;7.000%;2.799;0.020;0.500%;0.200;0.99;1.999;2.799;0.200
TTTA20782899207;2024-08-23T08:00:05.004;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3188733587;99225;cwl2283002;91208;Schwarzinger;22830;23.00;2338828000001;5.000%;1.150;7.000%;1.610;0.020;0.500%;0.115;0.99;1.150;1.610;0.115
TTTA20783038524;2024-08-23T11:58:32.193;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3188789107;110949;top2493001;100254;David;24930;156.98;2338828000001;5.000%;7.849;7.000%;10.989;0.020;0.500%;0.785;0.99;7.849;10.989;0.785
TTTA20783074826;2024-08-23T12:57:05.872;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3188805816;100485;top1856001;90070;Fischer;18560;97.99;2338828000001;5.000%;4.900;7.000%;6.859;0.020;0.500%;0.490;0.99;4.900;6.859;0.490
TTTA20783077688;2024-08-23T13:01:58.148;REFUND;SUCCESSFUL;Flixbus Fahrkarte;3188805816;100485;top1856001;90070;Fischer;18560;-97.99;2338828000001;5.000%;-4.900;7.000%;-6.859;-0.020;0.500%;-0.490;0.0;-4.900;-6.859;-0.490
TTTA20783607500;2024-08-24T12:13:11.116;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3189053266;100847;top2154301;91120;Prem-Pillichshammer;21543;33.99;2338828000001;5.000%;1.700;7.000%;2.379;0.020;0.500%;0.170;0.99;1.700;2.379;0.170
TTTA20783794373;2024-08-24T17:26:43.274;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3189123206;104110;bdm2391401;97494;Wasinger;23914;72.98;2338828000001;5.000%;3.649;7.000%;5.109;0.020;0.500%;0.365;0.99;3.649;5.109;0.365
TTTA20783942089;2024-08-25T08:59:42.596;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3189241397;99225;cwl2283002;91208;Schwarzinger;22830;139.98;2338828000001;5.000%;6.999;7.000%;9.799;0.020;0.500%;0.700;0.99;6.999;9.799;0.700
TTTA20784070062;2024-08-25T15:06:50.531;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3189317357;99225;cwl2283002;91208;Schwarzinger;22830;27.00;2338828000001;5.000%;1.350;7.000%;1.890;0.020;0.500%;0.135;0.99;1.350;1.890;0.135
TTTA20784545162;2024-08-26T15:41:49.962;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3189592206;119962;top2551703;107992;Meisail;25517;69.98;2338828000001;5.000%;3.499;7.000%;4.899;0.020;0.500%;0.350;0.99;3.499;4.899;0.350
TTTA20784546079;2024-08-26T15:43:18.113;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3189592710;101044;top2257201;93090;Gehring;22572;34.99;2338828000001;5.000%;1.750;7.000%;2.449;0.020;0.500%;0.175;0.99;1.750;2.449;0.175
TTTA20785002981;2024-08-27T13:46:55.681;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3189825488;119960;top2551701;107992;Meisail;25517;52.99;2338828000001;5.000%;2.650;7.000%;3.709;0.020;0.500%;0.265;0.99;2.650;3.709;0.265
TTTA20785058371;2024-08-27T15:16:04.283;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3189848635;100019;top1394401;91365;Just-Scheiber;13944;50.48;2338828000001;5.000%;2.524;7.000%;3.534;0.020;0.500%;0.252;0.99;2.524;3.534;0.252
TTTA20785254426;2024-08-27T20:20:32.133;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3189930352;104110;bdm2391401;97494;Wasinger;23914;57.98;2338828000001;5.000%;2.899;7.000%;4.059;0.020;0.500%;0.290;0.99;2.899;4.059;0.290
TTTA20785454158;2024-08-28T11:28:24.307;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190068123;121843;bdm2569202;109464;Friedenthal;25692;91.98;2338828000001;5.000%;4.599;7.000%;6.439;0.020;0.500%;0.460;0.99;4.599;6.439;0.460
TTTA20785510363;2024-08-28T13:02:40.053;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190092279;99225;cwl2283002;91208;Schwarzinger;22830;32.99;2338828000001;5.000%;1.650;7.000%;2.309;0.020;0.500%;0.165;0.99;1.650;2.309;0.165
TTTA20785581786;2024-08-28T15:01:11.182;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190123333;100937;top2198001;92626;Gartner;21980;77.24;2338828000001;5.000%;3.862;7.000%;5.407;0.020;0.500%;0.386;0.99;3.862;5.407;0.386
TTTA20785620055;2024-08-28T15:55:46.985;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190137785;100953;top2212801;91670;Wagner;22128;12.99;2338828000001;5.000%;0.650;7.000%;0.909;0.020;0.500%;0.065;0.99;0.650;0.909;0.065
TTTA20786069518;2024-08-29T13:31:21.451;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190374270;101546;cwl2172201;91984;Brandstetter;21722;31.99;2338828000001;5.000%;1.600;7.000%;2.239;0.020;0.500%;0.160;0.99;1.600;2.239;0.160
TTTA20786092676;2024-08-29T14:11:20.086;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190384574;119735;top2548101;107883;Wagner;25481;7.49;2338828000001;5.000%;0.375;7.000%;0.524;0.020;0.500%;0.037;0.99;0.375;0.524;0.037
TTTA20786177832;2024-08-29T16:11:18.708;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190416285;119961;top2551702;107992;Meisail;25517;132.98;2338828000001;5.000%;6.649;7.000%;9.309;0.020;0.500%;0.665;0.99;6.649;9.309;0.665
TTTA20786177857;2024-08-29T16:11:22.454;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190416311;119961;top2551702;107992;Meisail;25517;132.98;2338828000001;5.000%;6.649;7.000%;9.309;0.020;0.500%;0.665;0.99;6.649;9.309;0.665
TTTA20786453951;2024-08-30T08:35:33.488;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190577153;110949;top2493001;100254;David;24930;28.49;2338828000001;5.000%;1.425;7.000%;1.994;0.020;0.500%;0.142;0.99;1.425;1.994;0.142
TTTA20786570457;2024-08-30T11:05:37.946;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190611481;100487;top1856003;90070;Fischer;18560;155.98;2338828000001;5.000%;7.799;7.000%;10.919;0.020;0.500%;0.780;0.99;7.799;10.919;0.780
TTTA20786601963;2024-08-30T11:44:14.071;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190625718;99225;cwl2283002;91208;Schwarzinger;22830;84.98;2338828000001;5.000%;4.249;7.000%;5.949;0.020;0.500%;0.425;0.99;4.249;5.949;0.425
TTTA20786953984;2024-08-30T18:56:44.172;PURCHASE;SUCCESSFUL;Flixbus Fahrkarte;3190750036;99225;cwl2283002;91208;Schwarzinger;22830;23.00;2338828000001;5.000%;1.150;7.000%;1.610;0.020;0.500%;0.115;0.99;1.150;1.610;0.115
